CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1859043344	0	10000.0	788	238	3	Existingloantakeover
Application_2040345264	0	42500.0	0	122	1	Homeimprovement
Application_1661120161	0	27500.0	765	5	1	Existingloantakeover
Application_855486492	0	10000.0	1051	8	1	Car
Application_1235595897	2	7000.0	0	45	2	Car
Application_244579239	0	0.0	0	122	1	Unknown
Application_1814433442	1	6000.0	0	44	1	Car
Application_597160934	1	12500.0	0	44	1	Existingloantakeover
Application_1976912656	2	30000.0	0	4	1	Homeimprovement
Application_296295477	2	32000.0	0	7	1	Existingloantakeover
Application_28217916	2	7500.0	0	213	3	Existingloantakeover
Application_275531167	2	15000.0	0	1156	3	Homeimprovement
Application_1029986710	1	7000.0	0	18	1	Car
Application_1617180019	2	20000.0	0	727	2	Other,seeexplanation
Application_1832081539	0	30000.0	916	1157	3	Remainingdebthome
Application_1250825577	0	6500.0	943	5	1	Extraspendinglimit
Application_1164977817	0	12500.0	0	5	1	Car
Application_1962066192	0	0.0	907	1158	2	Unknown
Application_1747078975	1	17000.0	0	1159	2	Existingloantakeover
Application_83337214	0	40000.0	950	12	1	Unknown
Application_131619654	0	25000.0	994	8	1	Caravan/Camper
Application_314744124	0	30000.0	887	22	1	Existingloantakeover
Application_1434477082	1	20000.0	0	98	2	Homeimprovement
Application_899505410	0	5000.0	1082	1160	4	Existingloantakeover
Application_718267424	0	15000.0	950	25	1	Car
Application_1739261375	0	10000.0	1000	8	1	Car
Application_83876660	0	19500.0	886	475	1	Other,seeexplanation
Application_399746819	0	15000.0	767	51	2	Homeimprovement
Application_529938699	2	0.0	0	27	2	Unknown
Application_822422484	0	25000.0	0	5	1	Homeimprovement
Application_1185170675	2	10000.0	0	27	2	Car
Application_1812038441	0	0.0	870	80	1	Unknown
Application_1283463965	0	29000.0	983	51	2	Existingloantakeover
Application_891389450	0	30000.0	0	39	1	Unknown
Application_1351256522	2	17000.0	0	27	2	Car
Application_2071622465	0	8000.0	889	935	3	Homeimprovement
Application_128641394	0	35000.0	1001	3	1	Other,seeexplanation
Application_1210637698	2	40000.0	0	1	1	Homeimprovement
Application_1973046230	1	20300.0	0	9	1	Car
Application_629724157	0	16000.0	839	32	1	Car
Application_1257233322	0	0.0	943	8	1	Car
Application_1246596843	1	21000.0	0	54	2	Existingloantakeover
Application_1427678905	0	10000.0	724	21	1	Other,seeexplanation
Application_2143427516	0	5000.0	728	2	1	Car
Application_633186442	0	27450.0	955	22	1	Car
Application_1425009896	0	25000.0	962	3	1	Car
Application_1930081074	0	5000.0	858	6	1	Taxpayments
Application_426911073	0	5000.0	854	1161	1	Homeimprovement
Application_1989400270	2	10000.0	0	19	2	Car
Application_501818365	0	30000.0	763	48	1	Existingloantakeover
Application_1963292434	0	17500.0	907	15	1	Car
Application_1015357327	0	8000.0	1029	3	1	Car
Application_275430191	0	16000.0	745	15	1	Existingloantakeover
Application_381680406	0	13000.0	683	2	1	Car
Application_1697094390	0	10000.0	1011	3	1	Caravan/Camper
Application_1250493532	2	25000.0	0	514	2	Existingloantakeover
Application_1299976284	1	5000.0	0	877	1	Car
Application_1746503349	0	27500.0	805	2	1	Remainingdebthome
Application_1121433929	0	5000.0	1010	67	2	Car
Application_559113386	0	10000.0	1017	3	1	Car
Application_1334307261	0	5000.0	910	36	2	Homeimprovement
Application_515209816	0	7000.0	0	694	2	Boat
Application_519973903	1	25000.0	0	20	1	Homeimprovement
Application_877723240	0	29000.0	811	52	1	Remainingdebthome
Application_1251233599	0	30000.0	949	230	2	Other,seeexplanation
Application_61478633	0	7500.0	765	1051	4	Existingloantakeover
Application_1518753356	0	5000.0	1136	3	1	Car
Application_1966727878	0	15000.0	965	68	2	Existingloantakeover
Application_1616410992	2	10000.0	0	19	2	Homeimprovement
Application_909739848	0	0.0	0	12	1	Car
Application_1830688036	0	18000.0	928	51	2	Car
Application_189085643	0	15000.0	816	148	2	Car
Application_389951798	0	5000.0	1076	11	1	Car
Application_684696906	2	15000.0	0	87	2	Car
Application_714015178	2	7500.0	0	1	1	Existingloantakeover
Application_1021758905	0	20000.0	877	2	1	Existingloantakeover
Application_413286327	0	25000.0	812	40	2	Car
Application_870009989	0	5000.0	932	381	2	Existingloantakeover
Application_1955133403	0	5000.0	779	58	2	Homeimprovement
Application_238073987	2	7100.0	0	27	2	Existingloantakeover
Application_1106513315	0	5900.0	1040	22	1	Other,seeexplanation
Application_1596259876	0	5000.0	915	28	2	Extraspendinglimit
Application_92091920	0	0.0	890	160	2	Homeimprovement
Application_587745142	0	25000.0	905	6	1	Homeimprovement
Application_801698526	0	22000.0	0	12	1	Other,seeexplanation
Application_1465521095	0	15000.0	906	1099	2	Homeimprovement
Application_1038917262	2	18000.0	0	1	1	Car
Application_237339437	0	25000.0	827	29	1	Car
Application_1793939874	2	5000.0	0	1	1	Car
Application_1162039868	2	15000.0	0	7	1	Other,seeexplanation
Application_1224943696	2	20000.0	0	19	2	Existingloantakeover
Application_1612474218	2	5000.0	0	45	2	Existingloantakeover
Application_1297886565	2	14000.0	0	19	2	Car
Application_868416280	0	10000.0	680	125	2	Car
Application_673709405	2	15000.0	0	30	1	Car
Application_1260340497	2	25000.0	0	19	2	Homeimprovement
Application_524679066	0	37000.0	854	25	1	Notspeficied
Application_1733714116	0	7500.0	860	32	1	Car
Application_257274630	1	50000.0	0	396	2	Homeimprovement
Application_1885772834	0	25000.0	754	43	1	Other,seeexplanation
Application_1545993826	0	12000.0	1053	25	1	Homeimprovement
Application_296383634	0	35000.0	971	167	2	Homeimprovement
Application_588083897	2	25000.0	0	570	3	Existingloantakeover
Application_1134992016	0	6000.0	1124	6	1	Car
Application_1884385405	0	10000.0	796	3	1	Homeimprovement
Application_1959715736	1	10000.0	0	18	1	Car
Application_1261348817	2	15000.0	0	1	1	Homeimprovement
Application_1602626150	2	20000.0	0	1	1	Caravan/Camper
Application_526545505	1	25000.0	0	18	1	Existingloantakeover
Application_1260145017	2	5000.0	0	30	1	Car
Application_905902853	0	5000.0	1065	6	1	Car
Application_770159792	2	5000.0	0	41	2	Car
Application_260580298	0	15000.0	934	17	1	Existingloantakeover
Application_1378152317	2	5000.0	0	1	1	Car
Application_947906225	0	50000.0	930	3	1	Existingloantakeover
Application_425655583	2	25000.0	0	1	1	Homeimprovement
Application_262728725	1	5000.0	0	18	1	Other,seeexplanation
Application_47949347	2	5000.0	0	1	1	Existingloantakeover
Application_1609703275	0	5500.0	1050	2	1	Car
Application_915426843	2	15000.0	0	1	1	Other,seeexplanation
Application_764468920	2	50000.0	0	14	2	Other,seeexplanation
Application_2142068408	2	12500.0	0	1162	3	Car
Application_1778663922	1	5500.0	0	18	1	Car
Application_847920548	2	10000.0	0	19	2	Homeimprovement
Application_1305526250	0	25000.0	884	17	1	Homeimprovement
Application_1562279625	0	10500.0	642	48	1	Car
Application_1549089757	0	8000.0	1020	17	1	Car
Application_1503421831	0	10000.0	834	393	2	Other,seeexplanation
Application_1684474347	2	5000.0	0	1	1	Homeimprovement
Application_1591415690	0	6000.0	1059	26	1	Homeimprovement
Application_233600750	2	15000.0	0	1	1	Homeimprovement
Application_481210204	1	5000.0	0	9	1	Car
Application_600841731	0	16500.0	935	28	2	Car
Application_1231200933	2	6000.0	0	19	2	Car
Application_2080474499	2	27500.0	0	1	1	Car
Application_532859959	2	5000.0	0	1	1	Notspeficied
Application_1137970429	0	5500.0	980	2	1	Car
Application_913859491	2	23000.0	0	1	1	Homeimprovement
Application_758356402	1	5000.0	0	112	2	Car
Application_189453653	0	25000.0	892	49	2	Car
Application_265534781	0	10000.0	796	113	3	Existingloantakeover
Application_343777769	1	15000.0	0	9	1	Homeimprovement
Application_693445967	0	0.0	0	12	1	Unknown
Application_2027498551	0	0.0	901	10	1	Homeimprovement
Application_1837644768	2	50000.0	0	13	1	Homeimprovement
Application_828524494	2	25000.0	0	27	2	Homeimprovement
Application_1152947139	2	25000.0	0	1163	3	Extraspendinglimit
Application_1563935994	0	20000.0	872	8	1	Unknown
Application_818693455	1	21000.0	0	42	1	Car
Application_636486028	0	15000.0	967	11	1	Homeimprovement
Application_117521403	0	15000.0	986	1164	2	Homeimprovement
Application_1701710358	0	0.0	792	22	1	Homeimprovement
Application_2146617069	2	23000.0	0	7	1	Existingloantakeover
Application_1508092841	0	15000.0	0	12	1	Homeimprovement
Application_282373685	2	14000.0	0	13	1	Homeimprovement
Application_1061354216	2	6000.0	0	4	1	Taxpayments
Application_800564582	0	25000.0	972	25	1	Homeimprovement
Application_1015478096	2	12500.0	0	13	1	Car
Application_425002643	0	23000.0	698	261	2	Extraspendinglimit
Application_2143984717	2	20000.0	0	1	1	Other,seeexplanation
Application_1829687885	0	19000.0	0	12	1	Homeimprovement
Application_1058763045	0	50000.0	0	5	1	Car
Application_882030529	2	0.0	0	4	1	Unknown
Application_1777551382	2	8000.0	0	4	1	Car
Application_1279706099	0	10000.0	0	5	1	Other,seeexplanation
Application_1978903514	2	15000.0	0	123	2	Car
Application_19385579	1	0.0	0	71	1	Unknown
Application_1436780800	2	0.0	0	27	2	Unknown
Application_680031808	0	0.0	848	68	2	Unknown
Application_322142576	2	5000.0	0	1	1	Homeimprovement
Application_646585496	2	25000.0	0	7	1	Existingloantakeover
Application_1159615731	0	18000.0	1020	6	1	Other,seeexplanation
Application_709001855	0	20000.0	0	296	2	Homeimprovement
Application_555366492	1	42000.0	0	42	1	Existingloantakeover
Application_1555832622	0	5000.0	1090	32	1	Motorcycle
Application_608964116	1	20000.0	0	20	1	Other,seeexplanation
Application_832178933	0	27500.0	875	226	1	Existingloantakeover
Application_1122832658	0	25000.0	0	5	1	Car
Application_249658126	0	19500.0	0	61	2	Homeimprovement
Application_970143308	0	12500.0	0	39	1	Homeimprovement
Application_367497731	0	15000.0	0	295	2	Existingloantakeover
Application_1016632627	0	50000.0	768	1165	1	Notspeficied
Application_1370564184	0	0.0	866	21	1	Unknown
Application_340692563	2	15000.0	0	7	1	Existingloantakeover
Application_1760683579	1	5000.0	0	72	1	Homeimprovement
Application_909100209	1	10000.0	0	145	1	Existingloantakeover
Application_679053666	0	8000.0	0	5	1	Car
Application_1800788442	1	25000.0	0	9	1	Car
Application_1560596102	2	0.0	0	4	1	Unknown
Application_1974173610	2	10000.0	0	41	2	Existingloantakeover
Application_1220146067	1	18000.0	0	20	1	Car
Application_327983119	1	15000.0	0	1166	3	Existingloantakeover
Application_1453762207	0	9500.0	689	11	1	Car
Application_1158729550	0	15000.0	767	177	3	Homeimprovement
Application_1373752989	0	9750.0	794	6	1	Existingloantakeover
Application_10693354	0	0.0	967	104	2	Taxpayments
Application_335022722	2	5000.0	0	45	2	Existingloantakeover
Application_1409487195	2	10000.0	0	45	2	Homeimprovement
Application_1096968149	1	15000.0	0	20	1	Car
Application_2125825569	0	6000.0	769	10	1	Existingloantakeover
Application_371444171	1	18000.0	0	1167	2	Notspeficied
Application_2081746160	0	10000.0	0	5	1	Extraspendinglimit
Application_1408374544	2	25000.0	0	4	1	Homeimprovement
Application_158313942	2	0.0	0	4	1	Homeimprovement
Application_789808316	0	9000.0	606	32	1	Car
Application_329002079	0	5000.0	960	32	1	Homeimprovement
Application_14270635	0	7500.0	789	2	1	Existingloantakeover
Application_645282036	1	5000.0	0	9	1	Car
Application_1231383244	2	12500.0	0	607	1	Remainingdebthome
Application_1058390155	0	10000.0	898	40	2	Homeimprovement
Application_1942048129	1	6000.0	0	1168	4	Other,seeexplanation
Application_1086190151	2	15000.0	0	1169	3	Notspeficied
Application_565814930	0	6000.0	948	2	1	Other,seeexplanation
Application_1421205189	0	10000.0	985	2	1	Other,seeexplanation
Application_1041929908	0	30000.0	723	1170	4	Existingloantakeover
Application_1405057301	0	10000.0	630	32	1	Other,seeexplanation
Application_1090055049	0	25500.0	930	25	1	Existingloantakeover
Application_2125025540	2	5000.0	0	1	1	Homeimprovement
Application_904085822	0	24000.0	0	430	1	Homeimprovement
Application_474390990	0	0.0	812	201	1	Existingloantakeover
Application_111351134	2	15000.0	0	1171	1	Other,seeexplanation
Application_326095881	2	10000.0	0	1	1	Existingloantakeover
Application_1910304791	0	15000.0	0	12	1	Car
Application_1042310075	0	20000.0	1015	1172	1	Remainingdebthome
Application_827969862	2	6500.0	0	1173	4	Car
Application_1207038345	1	50000.0	0	42	1	Homeimprovement
Application_868071697	0	12750.0	670	31	1	Other,seeexplanation
Application_448701611	2	9000.0	0	1	1	Existingloantakeover
Application_1301488246	0	5000.0	660	25	1	Car
Application_395272936	0	0.0	1085	10	1	Existingloantakeover
Application_99637081	0	30000.0	890	58	2	Remainingdebthome
Application_1478226284	0	26600.0	781	11	1	Existingloantakeover
Application_1111090727	2	5000.0	0	1	1	Homeimprovement
Application_1112798958	0	25000.0	955	56	2	Car
Application_34891841	0	22600.0	949	8	1	Car
Application_1766102598	0	0.0	981	8	1	Taxpayments
Application_1984100244	0	50000.0	825	306	2	Existingloantakeover
Application_687077392	2	0.0	0	13	1	Unknown
Application_1279993072	0	10000.0	897	37	2	Car
Application_903849587	2	12974.0	0	19	2	Notspeficied
Application_1084718608	0	8000.0	922	1174	4	Homeimprovement
Application_105711594	0	5000.0	1011	1175	5	Homeimprovement
Application_2013806316	0	5000.0	813	3	1	Car
Application_1593275377	2	30000.0	0	1176	1	Remainingdebthome
Application_1369910658	0	5000.0	648	1177	1	Other,seeexplanation
Application_295481661	2	5000.0	0	7	1	Car
Application_1082798467	2	13000.0	0	19	2	Car
Application_384006007	1	12500.0	0	9	1	Existingloantakeover
Application_1351535871	2	7500.0	0	1	1	Car
Application_1482153042	0	8000.0	854	34	2	Car
Application_1744454993	1	15000.0	0	1178	2	Existingloantakeover
Application_1484759598	0	19000.0	807	2	1	Existingloantakeover
Application_46744147	2	8000.0	0	19	2	Car
Application_855041381	0	5000.0	985	336	2	Homeimprovement
Application_224001459	1	15000.0	0	471	3	Existingloantakeover
Application_945420689	2	40000.0	0	1	1	Homeimprovement
Application_582897201	0	15000.0	645	760	3	Homeimprovement
Application_1657807370	0	27750.0	0	5	1	Car
Application_1807260077	0	15000.0	0	5	1	Car
Application_236021168	2	30000.0	0	1	1	Homeimprovement
Application_417231992	0	5000.0	1001	10	1	Car
Application_1185248307	2	10000.0	0	4	1	Homeimprovement
Application_536057092	0	15000.0	0	5	1	Car
Application_1982597468	1	50000.0	0	1179	1	Taxpayments
Application_1620409659	0	25000.0	926	1180	1	Remainingdebthome
Application_1978782813	0	0.0	816	368	1	Remainingdebthome
Application_744719104	0	15000.0	1064	3	1	Car
Application_454240699	0	20000.0	0	1181	1	Homeimprovement
Application_1220810898	0	15000.0	896	52	1	Car
Application_145047168	2	5000.0	0	1	1	Homeimprovement
Application_213029581	1	5000.0	0	18	1	Car
Application_1280841912	0	6000.0	1063	22	1	Car
Application_485970534	0	17000.0	714	12	1	Taxpayments
Application_877574126	0	10000.0	923	445	2	Homeimprovement
Application_1049151850	2	14000.0	0	1182	1	Car
Application_1331441624	2	25000.0	0	162	1	Existingloantakeover
Application_953097922	0	20000.0	0	5	1	Homeimprovement
Application_127178924	0	0.0	0	5	1	Car
Application_96006350	0	0.0	967	8	1	Homeimprovement
Application_1353914944	0	0.0	983	10	1	Unknown
Application_1601041346	2	15000.0	0	335	1	Existingloantakeover
Application_217630695	1	5000.0	0	614	1	Car
Application_1425008735	0	10000.0	732	2	1	Car
Application_489624309	0	10000.0	995	36	2	Homeimprovement
Application_1456924666	2	12500.0	0	13	1	Homeimprovement
Application_1823621137	0	5500.0	1003	2	1	Homeimprovement
Application_527253429	2	15000.0	0	60	3	Caravan/Camper
Application_1332804972	2	7500.0	0	19	2	Car
Application_672060895	1	15000.0	0	370	1	Boat
Application_123987545	0	0.0	823	1183	3	Unknown
Application_1452087651	2	5000.0	0	19	2	Existingloantakeover
Application_961505598	0	10000.0	967	36	2	Homeimprovement
Application_958076943	2	40000.0	0	1	1	Homeimprovement
Application_902019603	2	0.0	0	133	3	Unknown
Application_1327252496	0	0.0	850	368	1	Remainingdebthome
Application_1685403223	0	7000.0	869	10	1	Car
Application_1134274536	0	17000.0	949	81	2	Existingloantakeover
Application_1382673202	0	7000.0	952	3	1	Existingloantakeover
Application_704665572	0	15000.0	801	1184	4	Car
Application_953335632	2	5000.0	0	16	1	Existingloantakeover
Application_1158965741	2	5000.0	0	474	2	Existingloantakeover
Application_173998060	0	10000.0	694	36	2	Other,seeexplanation
Application_329803525	2	8500.0	0	4	1	Existingloantakeover
Application_2053020199	0	30000.0	0	1185	3	Homeimprovement
Application_599331567	0	15000.0	1056	3	1	Homeimprovement
Application_241160753	0	9500.0	0	61	2	Homeimprovement
Application_174120790	2	8000.0	0	27	2	Homeimprovement
Application_184080124	2	0.0	0	62	1	Homeimprovement
Application_1104832087	1	16000.0	0	112	2	Remainingdebthome
Application_182125093	0	25000.0	888	2	1	Remainingdebthome
Application_820867760	2	16000.0	0	66	1	Car
Application_1115559180	2	35000.0	0	27	2	Existingloantakeover
Application_327901907	2	28000.0	0	27	2	Remainingdebthome
Application_1588116542	2	14000.0	0	19	2	Car
Application_2034439290	0	7500.0	1041	1186	3	Car
Application_521278806	2	35000.0	0	1	1	Homeimprovement
Application_570018018	0	15000.0	913	15	1	Homeimprovement
Application_197857824	0	32500.0	893	1187	1	Existingloantakeover
Application_1644702343	0	13000.0	886	43	1	Existingloantakeover
Application_1867921610	2	50000.0	0	1	1	Homeimprovement
Application_133175864	2	0.0	0	287	3	Homeimprovement
Application_224758141	2	30000.0	0	4	1	Homeimprovement
Application_2086832446	2	14000.0	0	30	1	Existingloantakeover
